,0,1,2,3,4
0,8.680456080427668,9.19747372055947,4.084039226889323,6.20342619562372,16.924735738828605
1,9.452107997947223,9.468422317192992,3.531517687403001,5.0077869584845,18.38357869277933
2,7.349724579583956,8.019322018841992,3.9802585401138337,4.914725620219875,16.63398751303014
3,8.929708550343383,8.628959865583896,3.107473779029433,5.165033158899894,18.068039337577964
4,8.439167153670251,6.7690140654321205,5.2905241453080185,3.954023148357658,17.75003302824905
5,8.427343983628994,8.318470249861381,3.1484388096688836,6.316252657195037,17.58151046363684
6,9.289469413730494,8.318423463553604,2.4813735375482238,4.9132860653803245,17.27872234387935
7,8.102332443773712,9.462251302469744,4.200764308751201,4.949735501893305,17.330484665181174
8,9.90233377341459,6.962586635291611,2.474924167797026,5.144044785039248,18.774498873993767
9,8.85182111668518,8.102325606765216,3.29015039326436,5.228243222954079,17.376233488438913
10,11.283651925429862,9.422745389924057,2.287081146396758,5.69190483373338,18.79491916845383
11,5.892951686678495,9.980920129031972,5.92851623018441,9.123432162958181,17.43576545029326
12,4.719087555468497,12.223811747692984,3.61766436409483,8.093441315530344,14.923661414438456
13,7.496685056233643,11.340482226278152,4.9227992287402325,7.990035539703081,16.24238864695133
14,8.458550017936652,10.318401803507848,4.192744558002693,7.318962957312241,14.372422195465457
15,11.072671903229532,10.943780317109919,3.125454176624106,7.72389430769294,16.088516676418894
16,14.42674410098707,10.47865650775889,7.112191092625176,8.783923052594178,16.445462767254494
17,8.527717154131324,7.654885038786751,3.791351309278493,6.2981539110876374,17.43796681016677
18,9.318527140650703,8.571181091841943,4.08298086243682,4.934070459932324,17.220416346314302
19,7.285567760881564,9.102880731737041,3.278235733990909,4.590211512865875,17.00323208789284
20,8.433775052932079,8.91162238474545,2.7074262695764535,5.640709984607215,18.833933605420018
21,8.5013054934035,6.8818006596505334,2.709297373270254,5.069786890705216,16.6219661134853
22,7.770730795628297,9.607788189726095,4.188319380708751,4.6284164862926005,17.58534345551493
23,7.895388570555063,11.834268886840425,4.498961313087381,7.784160359002047,13.003282313938254
24,5.814721461146421,10.29446717643103,6.125183797384191,9.570290187815207,10.967635472120048
25,6.197814129184218,8.54673690097402,6.327512201693039,6.374955583784699,13.42090127251469
26,6.428710451021771,6.975304265675527,3.8307198511965894,7.0220926736491505,14.056801041035419
27,8.064832456535827,7.762492371730406,6.210619508676736,8.230435027680004,14.157566807551994
